Dateiname;Ort;Kategorie/Signatur;Typ;Datum;Nummer;Format;Dateigröße
Theaterbetriebe_Speise und Getränkekarte_1966_16.jpg;Theaterbetriebe;;Speise und Getränkekarte;19.05.1905;16;JPG;4,144 MB
Theaterbetriebe_Speise und Getränkekarte_1966_17.jpg;Theaterbetriebe;;Speise und Getränkekarte;19.05.1905;17;JPG;7,704 MB
Theaterbetriebe_Speise und Getränkekarte_1966_18.jpg;Theaterbetriebe;;Speise und Getränkekarte;19.05.1905;18;JPG;3,975 MB
Theaterbetriebe_Speise und Getränkekarte_1966_19.jpg;Theaterbetriebe;;Speise und Getränkekarte;19.05.1905;19;JPG;4,005 MB
Theaterbetriebe_Speise und Getränkekarte_1966_20.jpg;Theaterbetriebe;;Speise und Getränkekarte;19.05.1905;20;JPG;5,131 MB
Torggelstube, Fränkisches Weinhaus zur_Schoppenweine_ca. 1958;Torggelstube, Fränkisches Weinhaus zur;;Schoppenweine;ca. 1958;;DIR;22,124 MB
Torggelstube, Fränkisches Weinhaus zur_Schoppenweine_ca. 1958_01.jpg;Torggelstube, Fränkisches Weinhaus zur;;Schoppenweine;ca. 1958;1;JPG;5,364 MB
Torggelstube, Fränkisches Weinhaus zur_Schoppenweine_ca. 1958_02.jpg;Torggelstube, Fränkisches Weinhaus zur;;Schoppenweine;ca. 1958;2;JPG;5,725 MB
Torggelstube, Fränkisches Weinhaus zur_Schoppenweine_ca. 1958_03.jpg;Torggelstube, Fränkisches Weinhaus zur;;Schoppenweine;ca. 1958;3;JPG;5,070 MB
Torggelstube, Fränkisches Weinhaus zur_Schoppenweine_ca. 1958_04.jpg;Torggelstube, Fränkisches Weinhaus zur;;Schoppenweine;ca. 1958;4;JPG;5,964 MB
Torggelstube, Fränkisches Weinhaus zur_Speisekarte_1974;Torggelstube, Fränkisches Weinhaus zur;;Speisekarte;27.05.1905;;DIR;51,636 MB
Torggelstube, Fränkisches Weinhaus zur_Speisekarte_1974_01.jpg;Torggelstube, Fränkisches Weinhaus zur;;Speisekarte;27.05.1905;1;JPG;23,841 MB
Torggelstube, Fränkisches Weinhaus zur_Speisekarte_1974_02.jpg;Torggelstube, Fränkisches Weinhaus zur;;Speisekarte;27.05.1905;2;JPG;27,794 MB
Torggelstube, Fränkisches Weinhaus zur_Speisenkarte und Tageskarte_03.11.1959;Torggelstube, Fränkisches Weinhaus zur;;Speisenkarte und Tageskarte;03.11.1959;;DIR;47,263 MB
Torggelstube, Fränkisches Weinhaus zur_Speisenkarte und Tageskarte_03.11.1959_01.jpg;Torggelstube, Fränkisches Weinhaus zur;;Speisenkarte und Tageskarte;03.11.1959;1;JPG;19,899 MB
Torggelstube, Fränkisches Weinhaus zur_Speisenkarte und Tageskarte_03.11.1959_02.jpg;Torggelstube, Fränkisches Weinhaus zur;;Speisenkarte und Tageskarte;03.11.1959;2;JPG;17,378 MB
Torggelstube, Fränkisches Weinhaus zur_Speisenkarte und Tageskarte_03.11.1959_03.jpg;Torggelstube, Fränkisches Weinhaus zur;;Speisenkarte und Tageskarte;03.11.1959;3;JPG;9,986 MB
Torggelstube, Fränkisches Weinhaus zur_Weinkarte_1960;Torggelstube, Fränkisches Weinhaus zur;;Weinkarte;13.05.1905;;DIR;115,010 MB
Torggelstube, Fränkisches Weinhaus zur_Weinkarte_1960_01.jpg;Torggelstube, Fränkisches Weinhaus zur;;Weinkarte;13.05.1905;1;JPG;11,929 MB
Torggelstube, Fränkisches Weinhaus zur_Weinkarte_1960_02.jpg;Torggelstube, Fränkisches Weinhaus zur;;Weinkarte;13.05.1905;2;JPG;9,876 MB
Torggelstube, Fränkisches Weinhaus zur_Weinkarte_1960_03.jpg;Torggelstube, Fränkisches Weinhaus zur;;Weinkarte;13.05.1905;3;JPG;11,266 MB
Torggelstube, Fränkisches Weinhaus zur_Weinkarte_1960_04.jpg;Torggelstube, Fränkisches Weinhaus zur;;Weinkarte;13.05.1905;4;JPG;9,372 MB
Torggelstube, Fränkisches Weinhaus zur_Weinkarte_1960_05.jpg;Torggelstube, Fränkisches Weinhaus zur;;Weinkarte;13.05.1905;5;JPG;10,117 MB
Torggelstube, Fränkisches Weinhaus zur_Weinkarte_1960_06.jpg;Torggelstube, Fränkisches Weinhaus zur;;Weinkarte;13.05.1905;6;JPG;8,962 MB
Torggelstube, Fränkisches Weinhaus zur_Weinkarte_1960_07.jpg;Torggelstube, Fränkisches Weinhaus zur;;Weinkarte;13.05.1905;7;JPG;8,809 MB
Torggelstube, Fränkisches Weinhaus zur_Weinkarte_1960_08.jpg;Torggelstube, Fränkisches Weinhaus zur;;Weinkarte;13.05.1905;8;JPG;8,163 MB
Torggelstube, Fränkisches Weinhaus zur_Weinkarte_1960_09.jpg;Torggelstube, Fränkisches Weinhaus zur;;Weinkarte;13.05.1905;9;JPG;8,451 MB
Torggelstube, Fränkisches Weinhaus zur_Weinkarte_1960_10.jpg;Torggelstube, Fränkisches Weinhaus zur;;Weinkarte;13.05.1905;10;JPG;7,787 MB
Torggelstube, Fränkisches Weinhaus zur_Weinkarte_1960_11.jpg;Torggelstube, Fränkisches Weinhaus zur;;Weinkarte;13.05.1905;11;JPG;9,709 MB
Torggelstube, Fränkisches Weinhaus zur_Weinkarte_1960_12.jpg;Torggelstube, Fränkisches Weinhaus zur;;Weinkarte;13.05.1905;12;JPG;10,570 MB
Torggelstube, Zur;Torggelstube, Zur;;;;;DIR;236,032 MB
Tribüne, Münchner Kriminaltheater;Tribüne, Münchner Kriminaltheater;;;;;DIR;21,169 MB
Tribüne, Münchner Kriminaltheater_Getränke und Speisenkarte_1968;Tribüne, Münchner Kriminaltheater;;Getränke und Speisenkarte;21.05.1905;;DIR;21,169 MB
Tribüne, Münchner Kriminaltheater_Getränke und Speisenkarte_1968_01.jpg;Tribüne, Münchner Kriminaltheater;;Getränke und Speisenkarte;21.05.1905;1;JPG;5,227 MB
Tribüne, Münchner Kriminaltheater_Getränke und Speisenkarte_1968_02.jpg;Tribüne, Münchner Kriminaltheater;;Getränke und Speisenkarte;21.05.1905;2;JPG;4,991 MB
Tribüne, Münchner Kriminaltheater_Getränke und Speisenkarte_1968_03.jpg;Tribüne, Münchner Kriminaltheater;;Getränke und Speisenkarte;21.05.1905;3;JPG;5,188 MB
Tribüne, Münchner Kriminaltheater_Getränke und Speisenkarte_1968_04.jpg;Tribüne, Münchner Kriminaltheater;;Getränke und Speisenkarte;21.05.1905;4;JPG;5,763 MB
Tsing-Tien;Tsing-Tien;;;;;DIR;35,272 MB
Tsing-Tien, Restaurant_Speisenkarte_1959;Tsing-Tien, Restaurant;;Speisenkarte;12.05.1905;;DIR;35,272 MB
Tsing-Tien, Restaurant_Speisenkarte_1959_01.jpg;Tsing-Tien, Restaurant;;Speisenkarte;12.05.1905;1;JPG;7,583 MB
Tsing-Tien, Restaurant_Speisenkarte_1959_02.jpg;Tsing-Tien, Restaurant;;Speisenkarte;12.05.1905;2;JPG;8,659 MB
Tsing-Tien, Restaurant_Speisenkarte_1959_03.jpg;Tsing-Tien, Restaurant;;Speisenkarte;12.05.1905;3;JPG;8,680 MB
Tsing-Tien, Restaurant_Speisenkarte_1959_04.jpg;Tsing-Tien, Restaurant;;Speisenkarte;12.05.1905;4;JPG;10,349 MB
Union;Union;;;;;DIR;118,047 MB
Union, Hotel_F Mon 3438_Kriegs-Speisenkarte_01.09.1916;Union, Hotel;F Mon 3438;Kriegs-Speisenkarte;01.09.1916;;DIR;28,233 MB
Union, Hotel_F Mon 3438_Kriegs-Speisenkarte_01.09.1916_01.jpg;Union, Hotel;;Kriegs-Speisenkarte;01.09.1916;1;JPG;8,317 MB
Union, Hotel_F Mon 3438_Kriegs-Speisenkarte_01.09.1916_02.jpg;Union, Hotel;;Kriegs-Speisenkarte;01.09.1916;2;JPG;12,506 MB
Union, Hotel_F Mon 3438_Kriegs-Speisenkarte_01.09.1916_03.jpg;Union, Hotel;;Kriegs-Speisenkarte;01.09.1916;3;JPG;7,410 MB
Union, Hotel_F Mon 3439_Kriegs-Speisenkarte_29.08.1916;Union, Hotel;F Mon 3439;Kriegs-Speisenkarte;29.08.1916;;DIR;28,435 MB
Union, Hotel_F Mon 3439_Kriegs-Speisenkarte_29.08.1916_01.jpg;Union, Hotel;;Kriegs-Speisenkarte;29.08.1916;1;JPG;9,462 MB
Union, Hotel_F Mon 3439_Kriegs-Speisenkarte_29.08.1916_02.jpg;Union, Hotel;;Kriegs-Speisenkarte;29.08.1916;2;JPG;11,222 MB
Union, Hotel_F Mon 3439_Kriegs-Speisenkarte_29.08.1916_03.jpg;Union, Hotel;;Kriegs-Speisenkarte;29.08.1916;3;JPG;7,751 MB
Union, Hotel_F Mon 3470_Kriegs-Speisenkarte_1917;Union, Hotel;F Mon 3470;Kriegs-Speisenkarte;31.03.1905;;DIR;31,691 MB
Union, Hotel_F Mon 3470_Kriegs-Speisenkarte_1917_01.jpg;Union, Hotel;;Kriegs-Speisenkarte;31.03.1905;1;JPG;9,181 MB
Union, Hotel_F Mon 3470_Kriegs-Speisenkarte_1917_02.jpg;Union, Hotel;;Kriegs-Speisenkarte;31.03.1905;2;JPG;16,164 MB
Union, Hotel_F Mon 3470_Kriegs-Speisenkarte_1917_03.jpg;Union, Hotel;;Kriegs-Speisenkarte;31.03.1905;3;JPG;6,346 MB
Union, Hotel_o. Sign_Kriegs-Speisenkarte_August 1916;Union, Hotel;o. Sign;Kriegs-Speisenkarte;01.08.1916;;DIR;29,687 MB
Union, Hotel_o. Sign_Kriegs-Speisenkarte_August 1916_01.jpg;Union, Hotel;;Kriegs-Speisenkarte;01.08.1916;1;JPG;9,318 MB
Union, Hotel_o. Sign_Kriegs-Speisenkarte_August 1916_02.jpg;Union, Hotel;;Kriegs-Speisenkarte;01.08.1916;2;JPG;12,765 MB
Union, Hotel_o. Sign_Kriegs-Speisenkarte_August 1916_03.jpg;Union, Hotel;;Kriegs-Speisenkarte;01.08.1916;3;JPG;7,605 MB
Valentin-Musäum, Turmstüberl im;Valentin-Musäum, Turmstüberl im;;;;;DIR;35,657 MB
Valentin-Musäum, Turmstüberl im_Speisekarte_ca. 1980;Valentin-Musäum, Turmstüberl im;;Speisekarte;ca. 1980;;DIR;35,657 MB
Valentin-Musäum, Turmstüberl im_Speisekarte_ca. 1980_01.jpg;Valentin-Musäum, Turmstüberl im;;Speisekarte;ca. 1980;1;JPG;18,396 MB
Valentin-Musäum, Turmstüberl im_Speisekarte_ca. 1980_02.jpg;Valentin-Musäum, Turmstüberl im;;Speisekarte;ca. 1980;2;JPG;17,261 MB
Vier Jahreszeiten;Vier Jahreszeiten;;;;;DIR;19,535 MB
Vier Jahreszeiten, Hotel, München, Maximilianstr. 4_Speisekarte_28.02.1926;Vier Jahreszeiten, Hotel, München, Maximilianstr. 4;;Speisekarte;28.02.1926;;DIR;19,535 MB
Vier Jahreszeiten, Hotel, München, Maximilianstr. 4_Speisekarte_28.02.1926_01.jpg;Vier Jahreszeiten, Hotel, München, Maximilianstr. 4;;Speisekarte;28.02.1926;1;JPG;11,115 MB
Vier Jahreszeiten, Hotel, München, Maximilianstr. 4_Speisekarte_28.02.1926_02.jpg;Vier Jahreszeiten, Hotel, München, Maximilianstr. 4;;Speisekarte;28.02.1926;2;JPG;8,420 MB
Viktoria;Viktoria;;;;;DIR;760,437 MB
Viktoria, Café Restaurant_F Mon 3409_Abend-Speisen-Karte_16.05.1916;Viktoria, Café Restaurant;F Mon 3409;Abend-Speisen-Karte;16.05.1916;;DIR;45,454 MB
Viktoria, Café Restaurant_F Mon 3409_Abend-Speisen-Karte_16.05.1916_01.jpg;Viktoria, Café Restaurant;;Abend-Speisen-Karte;16.05.1916;1;JPG;12,277 MB
Viktoria, Café Restaurant_F Mon 3409_Abend-Speisen-Karte_16.05.1916_02.jpg;Viktoria, Café Restaurant;;Abend-Speisen-Karte;16.05.1916;2;JPG;23,463 MB
Viktoria, Café Restaurant_F Mon 3409_Abend-Speisen-Karte_16.05.1916_03.jpg;Viktoria, Café Restaurant;;Abend-Speisen-Karte;16.05.1916;3;JPG;9,714 MB
Viktoria, Café Restaurant_F Mon 3410_Abend-Speisen-Karte_12.06.1916;Viktoria, Café Restaurant;F Mon 3410;Abend-Speisen-Karte;12.06.1916;;DIR;49,225 MB
Viktoria, Café Restaurant_F Mon 3410_Abend-Speisen-Karte_12.06.1916_01.jpg;Viktoria, Café Restaurant;;Abend-Speisen-Karte;12.06.1916;1;JPG;12,781 MB
Viktoria, Café Restaurant_F Mon 3410_Abend-Speisen-Karte_12.06.1916_02.jpg;Viktoria, Café Restaurant;;Abend-Speisen-Karte;12.06.1916;2;JPG;26,135 MB
Viktoria, Café Restaurant_F Mon 3410_Abend-Speisen-Karte_12.06.1916_03.jpg;Viktoria, Café Restaurant;;Abend-Speisen-Karte;12.06.1916;3;JPG;10,309 MB
Viktoria, Café Restaurant_F Mon 3411_Abend-Speisen-Karte_11.06.1916;Viktoria, Café Restaurant;F Mon 3411;Abend-Speisen-Karte;11.06.1916;;DIR;47,344 MB
Viktoria, Café Restaurant_F Mon 3411_Abend-Speisen-Karte_11.06.1916_01.jpg;Viktoria, Café Restaurant;;Abend-Speisen-Karte;11.06.1916;1;JPG;11,437 MB
Viktoria, Café Restaurant_F Mon 3411_Abend-Speisen-Karte_11.06.1916_02.jpg;Viktoria, Café Restaurant;;Abend-Speisen-Karte;11.06.1916;2;JPG;26,257 MB
Viktoria, Café Restaurant_F Mon 3411_Abend-Speisen-Karte_11.06.1916_03.jpg;Viktoria, Café Restaurant;;Abend-Speisen-Karte;11.06.1916;3;JPG;9,651 MB
Viktoria, Café Restaurant_F Mon 3412_Abend-Speisen-Karte_16.06.1916;Viktoria, Café Restaurant;F Mon 3412;Abend-Speisen-Karte;16.06.1916;;DIR;46,457 MB
Viktoria, Café Restaurant_F Mon 3412_Abend-Speisen-Karte_16.06.1916_01.jpg;Viktoria, Café Restaurant;;Abend-Speisen-Karte;16.06.1916;1;JPG;12,297 MB
Viktoria, Café Restaurant_F Mon 3412_Abend-Speisen-Karte_16.06.1916_02.jpg;Viktoria, Café Restaurant;;Abend-Speisen-Karte;16.06.1916;2;JPG;24,903 MB
Viktoria, Café Restaurant_F Mon 3412_Abend-Speisen-Karte_16.06.1916_03.jpg;Viktoria, Café Restaurant;;Abend-Speisen-Karte;16.06.1916;3;JPG;9,256 MB
Viktoria, Café Restaurant_F Mon 3413_Mittags-Speisen-Karte_09.06.1916;Viktoria, Café Restaurant;F Mon 3413;Mittags-Speisen-Karte;09.06.1916;;DIR;39,810 MB
Viktoria, Café Restaurant_F Mon 3413_Mittags-Speisen-Karte_09.06.1916_01.jpg;Viktoria, Café Restaurant;;Mittags-Speisen-Karte;09.06.1916;1;JPG;10,754 MB
Viktoria, Café Restaurant_F Mon 3413_Mittags-Speisen-Karte_09.06.1916_02.jpg;Viktoria, Café Restaurant;;Mittags-Speisen-Karte;09.06.1916;2;JPG;20,898 MB
Viktoria, Café Restaurant_F Mon 3413_Mittags-Speisen-Karte_09.06.1916_03.jpg;Viktoria, Café Restaurant;;Mittags-Speisen-Karte;09.06.1916;3;JPG;8,158 MB
Viktoria, Café Restaurant_F Mon 3414_Mittags-Speisen-Karte_11.06.1916;Viktoria, Café Restaurant;F Mon 3414;Mittags-Speisen-Karte;11.06.1916;;DIR;43,041 MB
Viktoria, Café Restaurant_F Mon 3414_Mittags-Speisen-Karte_11.06.1916_01.jpg;Viktoria, Café Restaurant;;Mittags-Speisen-Karte;11.06.1916;1;JPG;11,215 MB
Viktoria, Café Restaurant_F Mon 3414_Mittags-Speisen-Karte_11.06.1916_02.jpg;Viktoria, Café Restaurant;;Mittags-Speisen-Karte;11.06.1916;2;JPG;23,715 MB
Viktoria, Café Restaurant_F Mon 3414_Mittags-Speisen-Karte_11.06.1916_03.jpg;Viktoria, Café Restaurant;;Mittags-Speisen-Karte;11.06.1916;3;JPG;8,111 MB
Viktoria, Café Restaurant_F Mon 3416_Mittags-Speisen-Karte_14.06.1916;Viktoria, Café Restaurant;F Mon 3416;Mittags-Speisen-Karte;14.06.1916;;DIR;41,962 MB
Viktoria, Café Restaurant_F Mon 3416_Mittags-Speisen-Karte_14.06.1916_01.jpg;Viktoria, Café Restaurant;;Mittags-Speisen-Karte;14.06.1916;1;JPG;11,294 MB
Viktoria, Café Restaurant_F Mon 3416_Mittags-Speisen-Karte_14.06.1916_02.jpg;Viktoria, Café Restaurant;;Mittags-Speisen-Karte;14.06.1916;2;JPG;21,903 MB
Viktoria, Café Restaurant_F Mon 3416_Mittags-Speisen-Karte_14.06.1916_03.jpg;Viktoria, Café Restaurant;;Mittags-Speisen-Karte;14.06.1916;3;JPG;8,765 MB
Viktoria, Café Restaurant_F Mon 3417_Mittags-Speisen-Karte_15.06.1916;Viktoria, Café Restaurant;F Mon 3417;Mittags-Speisen-Karte;15.06.1916;;DIR;40,265 MB
Viktoria, Café Restaurant_F Mon 3417_Mittags-Speisen-Karte_15.06.1916_01.jpg;Viktoria, Café Restaurant;;Mittags-Speisen-Karte;15.06.1916;1;JPG;11,029 MB
Viktoria, Café Restaurant_F Mon 3417_Mittags-Speisen-Karte_15.06.1916_02.jpg;Viktoria, Café Restaurant;;Mittags-Speisen-Karte;15.06.1916;2;JPG;21,216 MB
Viktoria, Café Restaurant_F Mon 3417_Mittags-Speisen-Karte_15.06.1916_03.jpg;Viktoria, Café Restaurant;;Mittags-Speisen-Karte;15.06.1916;3;JPG;8,020 MB
Viktoria, Café Restaurant_F Mon 3418_Mittags-Speisen-Karte_16.06.1916;Viktoria, Café Restaurant;F Mon 3418;Mittags-Speisen-Karte;16.06.1916;;DIR;44,077 MB
Viktoria, Café Restaurant_F Mon 3418_Mittags-Speisen-Karte_16.06.1916_01.jpg;Viktoria, Café Restaurant;;Mittags-Speisen-Karte;16.06.1916;1;JPG;11,569 MB
Viktoria, Café Restaurant_F Mon 3418_Mittags-Speisen-Karte_16.06.1916_02.jpg;Viktoria, Café Restaurant;;Mittags-Speisen-Karte;16.06.1916;2;JPG;23,756 MB
Viktoria, Café Restaurant_F Mon 3418_Mittags-Speisen-Karte_16.06.1916_03.jpg;Viktoria, Café Restaurant;;Mittags-Speisen-Karte;16.06.1916;3;JPG;8,752 MB
Viktoria, Café Restaurant_F Mon 3419_Mittags-Speisen-Karte_18.06.1916;Viktoria, Café Restaurant;F Mon 3419;Mittags-Speisen-Karte;18.06.1916;;DIR;40,229 MB
Viktoria, Café Restaurant_F Mon 3419_Mittags-Speisen-Karte_18.06.1916_01.jpg;Viktoria, Café Restaurant;;Mittags-Speisen-Karte;18.06.1916;1;JPG;10,932 MB
Viktoria, Café Restaurant_F Mon 3419_Mittags-Speisen-Karte_18.06.1916_02.jpg;Viktoria, Café Restaurant;;Mittags-Speisen-Karte;18.06.1916;2;JPG;21,519 MB
Viktoria, Café Restaurant_F Mon 3419_Mittags-Speisen-Karte_18.06.1916_03.jpg;Viktoria, Café Restaurant;;Mittags-Speisen-Karte;18.06.1916;3;JPG;7,778 MB
Viktoria, Café Restaurant_F Mon 3420_Abend-Speisen-Karte_15.06.1916;Viktoria, Café Restaurant;F Mon 3420;Abend-Speisen-Karte;15.06.1916;;DIR;44,570 MB
Viktoria, Café Restaurant_F Mon 3420_Abend-Speisen-Karte_15.06.1916_01.jpg;Viktoria, Café Restaurant;;Abend-Speisen-Karte;15.06.1916;1;JPG;12,644 MB
Viktoria, Café Restaurant_F Mon 3420_Abend-Speisen-Karte_15.06.1916_02.jpg;Viktoria, Café Restaurant;;Abend-Speisen-Karte;15.06.1916;2;JPG;22,728 MB
Viktoria, Café Restaurant_F Mon 3420_Abend-Speisen-Karte_15.06.1916_03.jpg;Viktoria, Café Restaurant;;Abend-Speisen-Karte;15.06.1916;3;JPG;9,198 MB
Viktoria, Café Restaurant_F Mon 3421_Abend-Speisen-Karte_10.06.1916;Viktoria, Café Restaurant;F Mon 3421;Abend-Speisen-Karte;10.06.1916;;DIR;45,969 MB
Viktoria, Café Restaurant_F Mon 3421_Abend-Speisen-Karte_10.06.1916_01.jpg;Viktoria, Café Restaurant;;Abend-Speisen-Karte;10.06.1916;1;JPG;11,043 MB
Viktoria, Café Restaurant_F Mon 3421_Abend-Speisen-Karte_10.06.1916_02.jpg;Viktoria, Café Restaurant;;Abend-Speisen-Karte;10.06.1916;2;JPG;25,423 MB
Viktoria, Café Restaurant_F Mon 3421_Abend-Speisen-Karte_10.06.1916_03.jpg;Viktoria, Café Restaurant;;Abend-Speisen-Karte;10.06.1916;3;JPG;9,503 MB
Viktoria, Café Restaurant_F Mon 3422_Abend-Speisen-Karte_10.06.1916;Viktoria, Café Restaurant;F Mon 3422;Abend-Speisen-Karte;10.06.1916;;DIR;47,466 MB
Viktoria, Café Restaurant_F Mon 3422_Abend-Speisen-Karte_10.06.1916_01.jpg;Viktoria, Café Restaurant;;Abend-Speisen-Karte;10.06.1916;1;JPG;12,525 MB
Viktoria, Café Restaurant_F Mon 3422_Abend-Speisen-Karte_10.06.1916_02.jpg;Viktoria, Café Restaurant;;Abend-Speisen-Karte;10.06.1916;2;JPG;25,665 MB
Viktoria, Café Restaurant_F Mon 3422_Abend-Speisen-Karte_10.06.1916_03.jpg;Viktoria, Café Restaurant;;Abend-Speisen-Karte;10.06.1916;3;JPG;9,276 MB
Viktoria, Café Restaurant_F Mon 3423_Abend-Speisen-Karte_14.06.1916;Viktoria, Café Restaurant;F Mon 3423;Abend-Speisen-Karte;14.06.1916;;DIR;46,043 MB
Viktoria, Café Restaurant_F Mon 3423_Abend-Speisen-Karte_14.06.1916_01.jpg;Viktoria, Café Restaurant;;Abend-Speisen-Karte;14.06.1916;1;JPG;12,498 MB
Viktoria, Café Restaurant_F Mon 3423_Abend-Speisen-Karte_14.06.1916_02.jpg;Viktoria, Café Restaurant;;Abend-Speisen-Karte;14.06.1916;2;JPG;24,086 MB
Viktoria, Café Restaurant_F Mon 3423_Abend-Speisen-Karte_14.06.1916_03.jpg;Viktoria, Café Restaurant;;Abend-Speisen-Karte;14.06.1916;3;JPG;9,459 MB
Viktoria, Café Restaurant_F Mon 3424_Abend-Speisen-Karte_15.06.1916;Viktoria, Café Restaurant;F Mon 3424;Abend-Speisen-Karte;15.06.1916;;DIR;45,128 MB
Viktoria, Café Restaurant_F Mon 3424_Abend-Speisen-Karte_15.06.1916_01.jpg;Viktoria, Café Restaurant;;Abend-Speisen-Karte;15.06.1916;1;JPG;12,756 MB
Viktoria, Café Restaurant_F Mon 3424_Abend-Speisen-Karte_15.06.1916_02.jpg;Viktoria, Café Restaurant;;Abend-Speisen-Karte;15.06.1916;2;JPG;22,400 MB
Viktoria, Café Restaurant_F Mon 3424_Abend-Speisen-Karte_15.06.1916_03.jpg;Viktoria, Café Restaurant;;Abend-Speisen-Karte;15.06.1916;3;JPG;9,973 MB
Viktoria, Café Restaurant_F Mon 3425_Abend-Speisen-Karte_16.05.1916;Viktoria, Café Restaurant;F Mon 3425;Abend-Speisen-Karte;16.05.1916;;DIR;48,449 MB
Viktoria, Café Restaurant_F Mon 3425_Abend-Speisen-Karte_16.05.1916_01.jpg;Viktoria, Café Restaurant;;Abend-Speisen-Karte;16.05.1916;1;JPG;12,341 MB
Viktoria, Café Restaurant_F Mon 3425_Abend-Speisen-Karte_16.05.1916_02.jpg;Viktoria, Café Restaurant;;Abend-Speisen-Karte;16.05.1916;2;JPG;26,472 MB
Viktoria, Café Restaurant_F Mon 3425_Abend-Speisen-Karte_16.05.1916_03.jpg;Viktoria, Café Restaurant;;Abend-Speisen-Karte;16.05.1916;3;JPG;9,635 MB
Viktoria, Café Restaurant_o. Sign_Mittags-Speisen-Karte_12.06.1916;Viktoria, Café Restaurant;o. Sign;Mittags-Speisen-Karte;12.06.1916;;DIR;44,948 MB
Viktoria, Café Restaurant_o. Sign_Mittags-Speisen-Karte_12.06.1916_01.jpg;Viktoria, Café Restaurant;;Mittags-Speisen-Karte;12.06.1916;1;JPG;11,589 MB
Viktoria, Café Restaurant_o. Sign_Mittags-Speisen-Karte_12.06.1916_02.jpg;Viktoria, Café Restaurant;;Mittags-Speisen-Karte;12.06.1916;2;JPG;24,202 MB
Viktoria, Café Restaurant_o. Sign_Mittags-Speisen-Karte_12.06.1916_03.jpg;Viktoria, Café Restaurant;;Mittags-Speisen-Karte;12.06.1916;3;JPG;9,158 MB
Wagner;Wagner;;;;;DIR;42,185 MB
Wagner, Hotel_F Mon 3440_Speisen-Karte_26.12.1916;Wagner, Hotel;F Mon 3440;Speisen-Karte;26.12.1916;;DIR;42,185 MB
Wagner, Hotel_F Mon 3440_Speisen-Karte_26.12.1916_01.jpg;Wagner, Hotel;;Speisen-Karte;26.12.1916;1;JPG;9,076 MB
Wagner, Hotel_F Mon 3440_Speisen-Karte_26.12.1916_02.jpg;Wagner, Hotel;;Speisen-Karte;26.12.1916;2;JPG;22,115 MB
Wagner, Hotel_F Mon 3440_Speisen-Karte_26.12.1916_03.jpg;Wagner, Hotel;;Speisen-Karte;26.12.1916;3;JPG;10,995 MB
Wartburg, Christliches Hospiz;Wartburg, Christliches Hospiz;;;;;DIR;39,338 MB
Wartburg, Christliches Hospiz_Abendkarte_25.08.1938;Wartburg, Christliches Hospiz;;Abendkarte;25.08.1938;;DIR;21,427 MB
Wartburg, Christliches Hospiz_Abendkarte_25.08.1938_01.jpg;Wartburg, Christliches Hospiz;;Abendkarte;25.08.1938;1;JPG;9,769 MB
Wartburg, Christliches Hospiz_Abendkarte_25.08.1938_02.jpg;Wartburg, Christliches Hospiz;;Abendkarte;25.08.1938;2;JPG;11,658 MB
Wartburg, Christliches Hospiz_Mittags-Karte_27.08.1938;Wartburg, Christliches Hospiz;;Mittags-Karte;27.08.1938;;DIR;17,911 MB
Wartburg, Christliches Hospiz_Mittags-Karte_27.08.1938_01.jpg;Wartburg, Christliches Hospiz;;Mittags-Karte;27.08.1938;1;JPG;8,477 MB
Wartburg, Christliches Hospiz_Mittags-Karte_27.08.1938_02.jpg;Wartburg, Christliches Hospiz;;Mittags-Karte;27.08.1938;2;JPG;9,434 MB
Weichandhof;Weichandhof;;;;;DIR;37,222 MB
Weichandhof_Speisekarte_ca.1980;Weichandhof;;Speisekarte;ca.1980;;DIR;37,222 MB
Weichandhof_Speisekarte_ca.1980_01.jpg;Weichandhof;;Speisekarte;ca.1980;1;JPG;23,030 MB
Weichandhof_Speisekarte_ca.1980_02.jpg;Weichandhof;;Speisekarte;ca.1980;2;JPG;14,192 MB
Weinstadl, Der Weinschenk im;Weinstadl, Der Weinschenk im;;;;;DIR;30,481 MB
Weinstadl, Der Weinschenk im_Speise-Karte_ca. 1974;Weinstadl, Der Weinschenk im;;Speise-Karte;ca. 1974;;DIR;30,481 MB
Weinstadl, Der Weinschenk im_Speise-Karte_ca. 1974_01.jpg;Weinstadl, Der Weinschenk im;;Speise-Karte;ca. 1974;1;JPG;9,615 MB
Weinstadl, Der Weinschenk im_Speise-Karte_ca. 1974_02.jpg;Weinstadl, Der Weinschenk im;;Speise-Karte;ca. 1974;2;JPG;11,808 MB
Weinstadl, Der Weinschenk im_Speise-Karte_ca. 1974_03.jpg;Weinstadl, Der Weinschenk im;;Speise-Karte;ca. 1974;3;JPG;9,058 MB
Weißbräuhaus-Bierhallen;Weißbräuhaus-Bierhallen;;;;;DIR;65,116 MB
Weißbräuhaus-Bierhallen_Speisen-Karte_04.03.1943;Weißbräuhaus-Bierhallen;;Speisen-Karte;04.03.1943;;DIR;12,903 MB
Weißbräuhaus-Bierhallen_Speisen-Karte_04.03.1943_01.jpg;Weißbräuhaus-Bierhallen;;Speisen-Karte;04.03.1943;1;JPG;7,162 MB
